1430	66	-1	-1	11239422
1430	69	-1	-1	11239422
1430	79	-1	-1	11239422
1430	82	-1	-1	11239422
1430	92	-1	-1	11239422
1430	95	-1	-1	11239422
1430	105	-1	-1	2098176
1430	108	-1	-1	2098176
1430	118	-1	-1	2098176
1430	121	-1	-1	2098176
1430	131	-1	-1	2098176
1430	134	-1	-1	2098176
1430	144	-1	-1	2098176
1430	147	-1	-1	2098176
1430	157	-1	-1	2098176
1430	160	-1	-1	2098176
1430	170	-1	-1	2098176
1430	173	-1	-1	2098176
1430	183	-1	-1	2098176
1430	186	-1	-1	2098176
1430	196	-1	-1	2098176
1430	199	-1	-1	2098176
1430	209	-1	-1	2098176
1430	212	-1	-1	2098176
1430	222	-1	-1	2098176
1430	225	-1	-1	2098176
1430	235	-1	-1	2098176
1430	238	-1	-1	2098176
1670	21	-1	-1	11239422
1670	24	-1	-1	11239422
1670	34	-1	-1	2098176
1670	37	-1	-1	2098176
1670	47	-1	-1	2098176
1670	50	-1	-1	2098176
1670	60	-1	-1	2098176
1670	63	-1	-1	2098176
1670	73	-1	-1	2098176
1670	76	-1	-1	2098176
1670	86	-1	-1	2098176
1670	89	-1	-1	2098176
1670	99	-1	-1	2098176
1670	102	-1	-1	2098176
1670	112	-1	-1	2098176
1670	115	-1	-1	2098176
1670	125	-1	-1	2098176
1670	128	-1	-1	2098176
1670	138	-1	-1	2098176
1670	141	-1	-1	2098176
1670	151	-1	-1	2098176
1670	154	-1	-1	2098176
1670	164	-1	-1	2098176
1670	167	-1	-1	2098176
1670	177	-1	-1	2098176
1670	180	-1	-1	2098176
1670	190	-1	-1	2098176
1670	193	-1	-1	2098176
1671	19	-1	-1	11239422
1671	22	-1	-1	11239422
1671	32	-1	-1	11239422
1671	35	-1	-1	11239422
1671	45	-1	-1	11239422
1671	48	-1	-1	11239422
1671	58	-1	-1	2098176
1671	61	-1	-1	2098176
1671	71	-1	-1	2098176
1671	74	-1	-1	2098176
1671	84	-1	-1	2098176
1671	87	-1	-1	2098176
1671	97	-1	-1	2098176
1671	100	-1	-1	2098176
1671	110	-1	-1	2098176
1671	113	-1	-1	2098176
1671	123	-1	-1	2098176
1671	126	-1	-1	2098176
1671	136	-1	-1	2098176
1671	139	-1	-1	2098176
1671	149	-1	-1	2098176
1671	152	-1	-1	2098176
1671	162	-1	-1	2098176
1671	165	-1	-1	2098176
1671	175	-1	-1	2098176
1671	178	-1	-1	2098176
1671	188	-1	-1	2098176
1671	191	-1	-1	2098176
1672	16	-1	-1	11239422
1672	19	-1	-1	11239422
1672	29	-1	-1	2098176
1672	32	-1	-1	2098176
1672	42	-1	-1	2098176
1672	45	-1	-1	2098176
1672	55	-1	-1	2098176
1672	58	-1	-1	2098176
1672	68	-1	-1	2098176
1672	71	-1	-1	2098176
1672	81	-1	-1	2098176
1672	84	-1	-1	2098176
1672	94	-1	-1	2098176
1672	97	-1	-1	2098176
1672	107	-1	-1	2098176
1672	110	-1	-1	2098176
1672	120	-1	-1	2098176
1672	123	-1	-1	2098176
1672	133	-1	-1	2098176
1672	136	-1	-1	2098176
1672	146	-1	-1	2098176
1672	149	-1	-1	2098176
1672	159	-1	-1	2098176
1672	162	-1	-1	2098176
1672	172	-1	-1	2098176
1672	175	-1	-1	2098176
1672	185	-1	-1	2098176
1672	188	-1	-1	2098176
1458	40	0	45	8388610
1430	19	-1	-1	8388608
1465	19	-1	-1	8388608
1430	13	-1	-1	8650758
1430	26	-1	-1	8388608
1430	18	-1	-1	2046
1430	59	-1	-1	8650754
1460	1	0	264	8592390
1452	1	0	264	8616966
1461	1	0	264	8617038
1884	1	0	264	8617038
1885	1	0	264	8617038
1887	1	0	264	8617038
1886	1	0	264	8617038
1219	1	0	264	8616966
1220	1	0	264	8616966
1221	1	0	264	8616966
1883	1	0	264	8616966
1449	1	0	264	8616966
1882	1	0	264	8616966
1430	261	-1	-1	1984
1430	260	-1	-1	1984
1430	259	-1	-1	0
1430	258	-1	-1	0
1430	38	-1	-1	0
1430	38	-1	-1	2
